,File,NCR,ED,ET,WT,ED/WT,ET/WT,TC/WT
160,BraTS-GoAT-01903.nii.gz,58279,5999,36746,101024,0.059381929,0.36373535,0.940618071
957,BraTS-GoAT-02231.nii.gz,89677,7122,23135,119934,0.05938266,0.19289776,0.94061734
716,BraTS-GoAT-00819.nii.gz,125856,11121,50152,187129,0.059429591,0.268007631,0.940570409
443,BraTS-GoAT-00467.nii.gz,4852,606,4728,10186,0.059493422,0.464166503,0.940506578
57,BraTS-GoAT-01062.nii.gz,22141,1800,6152,30093,0.059814575,0.204432925,0.940185425
371,BraTS-GoAT-01777.nii.gz,91067,7254,22802,121123,0.059889534,0.188254914,0.940110466
653,BraTS-GoAT-00147.nii.gz,69517,5714,20141,95372,0.059912763,0.211183576,0.940087237
874,BraTS-GoAT-01039.nii.gz,82532,7029,27642,117203,0.059972868,0.235847205,0.940027132
763,BraTS-GoAT-00421.nii.gz,81993,6501,19849,108343,0.060003877,0.183205191,0.939996123
709,BraTS-GoAT-01676.nii.gz,82250,7275,30682,120207,0.060520602,0.255243039,0.939479398
9,BraTS-GoAT-00951.nii.gz,26597,4028,35834,66459,0.060608796,0.539189576,0.939391204
309,BraTS-GoAT-02009.nii.gz,30632,3195,18812,52639,0.060696442,0.35737761,0.939303558
81,BraTS-GoAT-01375.nii.gz,55855,4745,17569,78169,0.060701813,0.224756617,0.939298187
120,BraTS-GoAT-01704.nii.gz,20223,2687,21325,44235,0.060743755,0.482084322,0.939256245
331,BraTS-GoAT-00775.nii.gz,112410,10326,47182,169918,0.060770489,0.277675114,0.939229511
677,BraTS-GoAT-02025.nii.gz,62808,6329,34918,104055,0.060823603,0.335572534,0.939176397
131,BraTS-GoAT-01610.nii.gz,10589,2359,25748,38696,0.060962373,0.665391772,0.939037627
1234,BraTS-GoAT-00456.nii.gz,14085,2146,18855,35086,0.061163997,0.537393832,0.938836003
24,BraTS-GoAT-02186.nii.gz,41476,3411,10756,55643,0.061301511,0.19330374,0.938698489
1309,BraTS-GoAT-02049.nii.gz,70875,5570,14162,90607,0.061474279,0.15630139,0.938525721
104,BraTS-GoAT-00596.nii.gz,46142,4544,22713,73399,0.0619082,0.309445633,0.9380918
1286,BraTS-GoAT-00526.nii.gz,87045,7899,32444,127388,0.06200741,0.25468647,0.93799259
547,BraTS-GoAT-00384.nii.gz,145705,11237,23676,180618,0.062214176,0.131083281,0.937785824
1285,BraTS-GoAT-02097.nii.gz,72599,6272,21853,100724,0.062269171,0.216959215,0.937730829
537,BraTS-GoAT-02001.nii.gz,106443,9040,29598,145081,0.06231002,0.204010174,0.93768998
634,BraTS-GoAT-00962.nii.gz,103199,9616,40256,153071,0.062820521,0.26298907,0.937179479
148,BraTS-GoAT-00156.nii.gz,98418,8762,31640,138820,0.063117706,0.227921049,0.936882294
361,BraTS-GoAT-01078.nii.gz,43772,5579,38901,88252,0.063216698,0.440794543,0.936783302
385,BraTS-GoAT-00513.nii.gz,52918,5080,22006,80004,0.063496825,0.275061247,0.936503175
210,BraTS-GoAT-01110.nii.gz,51788,4921,20788,77497,0.063499232,0.268242642,0.936500768
844,BraTS-GoAT-02354.nii.gz,60974,6566,35561,103101,0.063685124,0.34491421,0.936314876
899,BraTS-GoAT-00623.nii.gz,46435,5182,29749,81366,0.063687535,0.365619546,0.936312465
1184,BraTS-GoAT-00407.nii.gz,83152,7018,19960,110130,0.063724689,0.181240352,0.936275311
525,BraTS-GoAT-02234.nii.gz,134636,12320,46160,193116,0.063795853,0.23902732,0.936204147
465,BraTS-GoAT-01602.nii.gz,13553,3134,32292,48979,0.063986607,0.659302967,0.936013393
1182,BraTS-GoAT-01891.nii.gz,150612,12371,29216,192199,0.064365579,0.152009116,0.935634421
517,BraTS-GoAT-01616.nii.gz,44344,4595,22159,71098,0.064629103,0.311668401,0.935370897
499,BraTS-GoAT-01965.nii.gz,12742,1266,5530,19538,0.064796806,0.283038182,0.935203194
469,BraTS-GoAT-01687.nii.gz,107468,9650,31479,148597,0.064940746,0.211841423,0.935059254
751,BraTS-GoAT-01185.nii.gz,24525,2899,17130,44554,0.06506711,0.384477264,0.93493289
638,BraTS-GoAT-00450.nii.gz,15867,1956,12057,29880,0.065461847,0.403514056,0.934538153
649,BraTS-GoAT-00910.nii.gz,68609,6401,22125,97135,0.065897977,0.227775776,0.934102023
780,BraTS-GoAT-00933.nii.gz,3280,605,5288,9173,0.065954431,0.576474436,0.934045569
1059,BraTS-GoAT-00458.nii.gz,26049,2895,14787,43731,0.066200178,0.338135419,0.933799822
609,BraTS-GoAT-00976.nii.gz,49458,4627,15604,69689,0.066394983,0.223909082,0.933605017
395,BraTS-GoAT-01906.nii.gz,53073,5393,22742,81208,0.066409713,0.280046301,0.933590287
663,BraTS-GoAT-02440.nii.gz,65653,7137,34538,107328,0.066497093,0.321798599,0.933502907
1279,BraTS-GoAT-01577.nii.gz,49804,4462,12461,66727,0.066869483,0.186745995,0.933130517
254,BraTS-GoAT-00097.nii.gz,93211,8353,22438,124002,0.067361817,0.180948694,0.932638183
505,BraTS-GoAT-02413.nii.gz,61066,4932,7178,73176,0.067399147,0.098092271,0.932600853
121,BraTS-GoAT-02329.nii.gz,33339,2630,3042,39011,0.067416882,0.077978006,0.932583118
998,BraTS-GoAT-00544.nii.gz,70998,8759,50084,129841,0.067459431,0.38573332,0.932540569
589,BraTS-GoAT-01196.nii.gz,145794,12445,25344,183583,0.067789501,0.138051998,0.932210499
479,BraTS-GoAT-00693.nii.gz,98301,8346,16009,122656,0.06804396,0.130519502,0.93195604
444,BraTS-GoAT-01950.nii.gz,123630,13981,67825,205436,0.068055258,0.330151483,0.931944742
1138,BraTS-GoAT-00062.nii.gz,101376,8394,12777,122547,0.068496169,0.104262038,0.931503831
58,BraTS-GoAT-00194.nii.gz,79073,7659,24882,111614,0.068620424,0.222929023,0.931379576
281,BraTS-GoAT-01667.nii.gz,71974,10160,65093,147227,0.069009081,0.442126784,0.930990919
438,BraTS-GoAT-01321.nii.gz,21230,2445,11700,35375,0.069116608,0.330742049,0.930883392
1303,BraTS-GoAT-02087.nii.gz,107610,8675,9002,125287,0.069241023,0.07185103,0.930758977
578,BraTS-GoAT-01660.nii.gz,52828,4996,13927,71751,0.069629692,0.194101824,0.930370308
645,BraTS-GoAT-00192.nii.gz,72512,5967,6642,85121,0.07010021,0.078030098,0.92989979
251,BraTS-GoAT-01386.nii.gz,49019,5240,20247,74506,0.070329906,0.271749926,0.929670094
175,BraTS-GoAT-01844.nii.gz,60777,6416,23968,91161,0.070380974,0.26291945,0.929619026
781,BraTS-GoAT-02071.nii.gz,136581,12835,32208,181624,0.070667973,0.177333392,0.929332027
1315,BraTS-GoAT-00805.nii.gz,94314,9339,27997,131650,0.070938093,0.212662362,0.929061907
489,BraTS-GoAT-00649.nii.gz,15703,1609,5343,22655,0.071021849,0.235841977,0.928978151
84,BraTS-GoAT-00014.nii.gz,38403,3611,8703,50717,0.071199006,0.171599267,0.928800994
306,BraTS-GoAT-00897.nii.gz,111057,11677,41068,163802,0.071287286,0.250717329,0.928712714
989,BraTS-GoAT-00472.nii.gz,81246,7857,20970,110073,0.071379902,0.190509934,0.928620098
1275,BraTS-GoAT-01438.nii.gz,39336,5163,27764,72263,0.071447352,0.384207686,0.928552648
912,BraTS-GoAT-00557.nii.gz,10567,2333,19622,32522,0.071736056,0.603345428,0.928263944
13,BraTS-GoAT-01212.nii.gz,23771,2307,5973,32051,0.071979033,0.18635924,0.928020967
829,BraTS-GoAT-02112.nii.gz,49999,6199,29782,85980,0.072098162,0.34638288,0.927901838
1325,BraTS-GoAT-00418.nii.gz,8977,940,3119,13036,0.072108009,0.239260509,0.927891991
214,BraTS-GoAT-00282.nii.gz,46780,4896,16151,67827,0.072183644,0.238120512,0.927816356
195,BraTS-GoAT-00641.nii.gz,31189,2666,3003,36858,0.072331651,0.081474849,0.927668349
398,BraTS-GoAT-00534.nii.gz,32237,2853,4321,39411,0.072390957,0.109639441,0.927609043
1338,BraTS-GoAT-00203.nii.gz,37895,4159,15114,57168,0.07275049,0.264378673,0.92724951
988,BraTS-GoAT-00608.nii.gz,168794,15443,27742,211979,0.072851556,0.130871454,0.927148444
30,BraTS-GoAT-00762.nii.gz,53662,16209,152218,222089,0.072984254,0.685391892,0.927015746
255,BraTS-GoAT-02286.nii.gz,32352,3025,5793,41170,0.073475832,0.140709254,0.926524168
784,BraTS-GoAT-01888.nii.gz,67091,7262,24337,98690,0.07358395,0.246600466,0.92641605
814,BraTS-GoAT-02406.nii.gz,80184,7276,11259,98719,0.07370415,0.114050993,0.92629585
854,BraTS-GoAT-02155.nii.gz,34894,4514,21677,61085,0.073897029,0.35486617,0.926102971
190,BraTS-GoAT-02447.nii.gz,113872,9606,6485,129963,0.073913345,0.049898817,0.926086655
543,BraTS-GoAT-00661.nii.gz,151830,15134,37597,204561,0.073982822,0.183793587,0.926017178
1272,BraTS-GoAT-00605.nii.gz,35844,3905,12926,52675,0.07413384,0.245391552,0.92586616
1139,BraTS-GoAT-01720.nii.gz,86045,7491,7222,100758,0.074346454,0.071676691,0.925653546
673,BraTS-GoAT-00527.nii.gz,38488,3736,7959,50183,0.074447522,0.158599526,0.925552478
163,BraTS-GoAT-01187.nii.gz,189268,19592,52513,261373,0.07495801,0.200912106,0.92504199
1340,BraTS-GoAT-01968.nii.gz,19594,2287,8609,30490,0.075008199,0.28235487,0.924991801
316,BraTS-GoAT-01552.nii.gz,90387,8884,18666,117937,0.075328353,0.158270941,0.924671647
228,BraTS-GoAT-01769.nii.gz,18725,2310,9619,30654,0.075357213,0.313792653,0.924642787
464,BraTS-GoAT-00408.nii.gz,58882,6619,22108,87609,0.075551599,0.252348503,0.924448401
806,BraTS-GoAT-00275.nii.gz,57518,8116,41764,107398,0.075569377,0.388871301,0.924430623
76,BraTS-GoAT-00208.nii.gz,26319,5988,46087,78394,0.076383397,0.587889379,0.923616603
495,BraTS-GoAT-01671.nii.gz,35144,3229,3427,41800,0.077248804,0.081985646,0.922751196
555,BraTS-GoAT-00980.nii.gz,32223,3745,12507,48475,0.077256318,0.258009283,0.922743682
955,BraTS-GoAT-02378.nii.gz,15387,2477,13745,31609,0.078363757,0.434844506,0.921636243
947,BraTS-GoAT-00385.nii.gz,138519,17440,64617,220576,0.079065719,0.292946649,0.920934281
1336,BraTS-GoAT-00480.nii.gz,8176,1588,10280,20044,0.079225703,0.512871682,0.920774297
209,BraTS-GoAT-01234.nii.gz,12,396,4585,4993,0.079311035,0.9182856,0.920688965
201,BraTS-GoAT-01789.nii.gz,37137,4065,9956,51158,0.079459713,0.194612768,0.920540287
91,BraTS-GoAT-01335.nii.gz,74917,7311,9523,91751,0.079683055,0.103791784,0.920316945
386,BraTS-GoAT-02124.nii.gz,61250,7850,29061,98161,0.07997066,0.296054441,0.92002934
186,BraTS-GoAT-02401.nii.gz,121673,13939,37850,173462,0.080357658,0.218203411,0.919642342
138,BraTS-GoAT-02130.nii.gz,103325,11551,27934,142810,0.080883692,0.195602549,0.919116308
667,BraTS-GoAT-01035.nii.gz,94499,9659,15157,119315,0.080953778,0.127033483,0.919046222
381,BraTS-GoAT-00992.nii.gz,24960,5692,39613,70265,0.081007614,0.563765744,0.918992386
953,BraTS-GoAT-01487.nii.gz,14504,1678,4471,20653,0.081247276,0.216481867,0.918752724
1081,BraTS-GoAT-02376.nii.gz,70524,10333,46201,127058,0.081325064,0.363621338,0.918674936
812,BraTS-GoAT-01318.nii.gz,70388,8215,22130,100733,0.081552222,0.219689675,0.918447778
1306,BraTS-GoAT-01563.nii.gz,74984,15162,95541,185687,0.081653535,0.514527134,0.918346465
333,BraTS-GoAT-00816.nii.gz,54326,7435,29128,90889,0.081803078,0.320478826,0.918196922
289,BraTS-GoAT-00842.nii.gz,31394,3357,6279,41030,0.081818182,0.153034365,0.918181818
357,BraTS-GoAT-02451.nii.gz,74889,8407,19111,102407,0.082093997,0.186618102,0.917906003
1119,BraTS-GoAT-00197.nii.gz,93300,11621,36078,140999,0.082419024,0.255874155,0.917580976
724,BraTS-GoAT-01998.nii.gz,147078,16052,31352,194482,0.082537201,0.161207721,0.917462799
206,BraTS-GoAT-01421.nii.gz,42928,6651,30995,80574,0.082545238,0.384677439,0.917454762
450,BraTS-GoAT-02438.nii.gz,128427,12395,9075,149897,0.082690114,0.060541572,0.917309886
570,BraTS-GoAT-01762.nii.gz,116786,16769,68649,202204,0.082931099,0.33950367,0.917068901
85,BraTS-GoAT-01816.nii.gz,17075,2073,5844,24992,0.082946543,0.233834827,0.917053457
463,BraTS-GoAT-00293.nii.gz,40343,6937,35985,83265,0.083312316,0.432174383,0.916687684
203,BraTS-GoAT-01037.nii.gz,44753,4603,5774,55130,0.083493561,0.104734264,0.916506439
88,BraTS-GoAT-00504.nii.gz,25665,3169,8994,37828,0.083773924,0.237760389,0.916226076
819,BraTS-GoAT-00417.nii.gz,100479,11539,25719,137737,0.083775601,0.186725426,0.916224399
815,BraTS-GoAT-00423.nii.gz,66240,8617,27487,102344,0.084196436,0.268574611,0.915803564
165,BraTS-GoAT-02168.nii.gz,57433,7370,22646,87449,0.084277693,0.258962367,0.915722307
512,BraTS-GoAT-01352.nii.gz,39147,6323,29516,74986,0.084322407,0.393620142,0.915677593
353,BraTS-GoAT-01853.nii.gz,129745,14763,30438,174946,0.084386039,0.173985115,0.915613961
595,BraTS-GoAT-01020.nii.gz,78356,10879,39664,128899,0.084399413,0.307713791,0.915600587
715,BraTS-GoAT-02416.nii.gz,22567,3916,19747,46230,0.0847069,0.427146874,0.9152931
701,BraTS-GoAT-02372.nii.gz,145376,17572,43527,206475,0.085104734,0.210810025,0.914895266
1117,BraTS-GoAT-02180.nii.gz,99134,11018,19031,129183,0.08528986,0.147318146,0.91471014
1293,BraTS-GoAT-00728.nii.gz,40792,8067,45601,94460,0.085401228,0.482754605,0.914598772
396,BraTS-GoAT-00071.nii.gz,30215,3398,6159,39772,0.085436991,0.154857689,0.914563009
79,BraTS-GoAT-00493.nii.gz,167813,19645,42361,229819,0.085480313,0.184323315,0.914519687
470,BraTS-GoAT-01209.nii.gz,7588,1900,12723,22211,0.085543199,0.572824276,0.914456801
1337,BraTS-GoAT-01917.nii.gz,56747,7790,26482,91019,0.085586526,0.290950241,0.914413474
907,BraTS-GoAT-00561.nii.gz,91667,16013,79009,186689,0.085773666,0.423211866,0.914226334
184,BraTS-GoAT-00489.nii.gz,108462,10450,2412,121324,0.086132999,0.01988065,0.913867001
246,BraTS-GoAT-00025.nii.gz,58585,5522,0,64107,0.086137239,0,0.913862761
325,BraTS-GoAT-01340.nii.gz,112197,11578,10233,134008,0.086397827,0.076361113,0.913602173
1118,BraTS-GoAT-01723.nii.gz,22353,3659,16177,42189,0.086728768,0.383441181,0.913271232
689,BraTS-GoAT-00336.nii.gz,67609,7686,13021,88316,0.087028398,0.147436478,0.912971602
631,BraTS-GoAT-00439.nii.gz,104996,12200,22419,139615,0.087383161,0.160577302,0.912616839
69,BraTS-GoAT-01072.nii.gz,66590,7175,7981,81746,0.087771879,0.097631688,0.912228121
849,BraTS-GoAT-00361.nii.gz,80772,8614,8384,97770,0.088104736,0.085752276,0.911895264
129,BraTS-GoAT-02282.nii.gz,65370,6935,6263,78568,0.088267488,0.079714388,0.911732512
225,BraTS-GoAT-02034.nii.gz,48372,6162,15222,69756,0.088336487,0.218217788,0.911663513
187,BraTS-GoAT-00139.nii.gz,7384,2097,14187,23668,0.088600642,0.599416934,0.911399358
983,BraTS-GoAT-00964.nii.gz,109080,13900,33741,156721,0.088692645,0.21529342,0.911307355
710,BraTS-GoAT-01856.nii.gz,43489,6398,22238,72125,0.088707106,0.308325823,0.911292894
990,BraTS-GoAT-02452.nii.gz,65764,7953,15618,89335,0.089024458,0.174825097,0.910975542
1256,BraTS-GoAT-02387.nii.gz,32904,3872,6688,43464,0.08908522,0.153874471,0.91091478
1075,BraTS-GoAT-00453.nii.gz,139570,16218,25787,181575,0.089318463,0.14201845,0.910681537
56,BraTS-GoAT-00081.nii.gz,40185,5374,14501,60060,0.089477189,0.241441891,0.910522811
494,BraTS-GoAT-01819.nii.gz,50673,7917,29612,88202,0.089759869,0.335729349,0.910240131
982,BraTS-GoAT-00963.nii.gz,62030,7364,12396,81790,0.090035457,0.15155887,0.909964543
182,BraTS-GoAT-02421.nii.gz,65273,11764,53591,130628,0.090057262,0.410256607,0.909942738
732,BraTS-GoAT-01918.nii.gz,143992,22213,79831,246036,0.090283536,0.324468777,0.909716464
1302,BraTS-GoAT-00660.nii.gz,54494,7256,18398,80148,0.090532515,0.229550332,0.909467485
407,BraTS-GoAT-00949.nii.gz,152367,19181,39536,211084,0.090869038,0.187299843,0.909130962
1126,BraTS-GoAT-00305.nii.gz,112303,15982,47361,175646,0.090989832,0.269638933,0.909010168
1226,BraTS-GoAT-02309.nii.gz,75181,9107,15306,99594,0.091441251,0.153683957,0.908558749
435,BraTS-GoAT-00271.nii.gz,48834,10393,54291,113518,0.091553762,0.478258955,0.908446238
944,BraTS-GoAT-02035.nii.gz,161522,20589,42721,224832,0.091575043,0.190012987,0.908424957
674,BraTS-GoAT-00209.nii.gz,116633,16966,50097,183696,0.092359115,0.27271688,0.907640885
800,BraTS-GoAT-01120.nii.gz,23680,5228,27483,56391,0.09270983,0.487365005,0.90729017
895,BraTS-GoAT-00206.nii.gz,147991,16393,12093,176477,0.092890292,0.06852451,0.907109708
233,BraTS-GoAT-01175.nii.gz,9823,1520,5014,16357,0.092926576,0.306535428,0.907073424
992,BraTS-GoAT-00832.nii.gz,15664,4340,26619,46623,0.093087103,0.570941381,0.906912897
1216,BraTS-GoAT-01088.nii.gz,171556,23498,57240,252294,0.093137371,0.226878166,0.906862629
137,BraTS-GoAT-01700.nii.gz,114588,15191,33037,162816,0.093301641,0.202910033,0.906698359
466,BraTS-GoAT-02151.nii.gz,42758,6981,24927,74666,0.093496371,0.333846731,0.906503629
86,BraTS-GoAT-02318.nii.gz,18288,3560,16152,38000,0.093684211,0.425052632,0.906315789
1319,BraTS-GoAT-01266.nii.gz,55793,7328,14157,77278,0.094826471,0.183195735,0.905173529
1036,BraTS-GoAT-00519.nii.gz,17889,4275,22912,45076,0.094839826,0.508297098,0.905160174
232,BraTS-GoAT-01464.nii.gz,80287,11258,26497,118042,0.095372833,0.224470951,0.904627167
770,BraTS-GoAT-02178.nii.gz,6521,1704,9477,17702,0.09626031,0.535363236,0.90373969
789,BraTS-GoAT-00810.nii.gz,46391,9570,43216,99177,0.096494147,0.435746191,0.903505853
6,BraTS-GoAT-00912.nii.gz,58299,10403,38973,107675,0.096614813,0.361950313,0.903385187
621,BraTS-GoAT-01285.nii.gz,11056,3871,25069,39996,0.096784678,0.626787679,0.903215322
1210,BraTS-GoAT-01363.nii.gz,16755,2658,7997,27410,0.096971908,0.291754834,0.903028092
855,BraTS-GoAT-01873.nii.gz,124768,16448,27841,169057,0.097292629,0.164684101,0.902707371
1153,BraTS-GoAT-01443.nii.gz,83088,15826,63709,162623,0.097317108,0.391758853,0.902682892
375,BraTS-GoAT-00235.nii.gz,52701,8106,22483,83290,0.097322608,0.269936367,0.902677392
1020,BraTS-GoAT-02260.nii.gz,22989,3344,7857,34190,0.097806376,0.229804036,0.902193624
460,BraTS-GoAT-01748.nii.gz,44933,5896,9409,60238,0.097878416,0.156197085,0.902121584
669,BraTS-GoAT-00755.nii.gz,107885,19456,70374,197715,0.098404269,0.355936575,0.901595731
1238,BraTS-GoAT-01093.nii.gz,137942,20868,53166,211976,0.098445107,0.250811413,0.901554893
73,BraTS-GoAT-00452.nii.gz,66117,10959,34078,111154,0.098592943,0.306583659,0.901407057
42,BraTS-GoAT-01896.nii.gz,5063,3086,23080,31229,0.098818406,0.739056646,0.901181594
189,BraTS-GoAT-00973.nii.gz,29721,4514,11173,45408,0.099409796,0.246057963,0.900590204
166,BraTS-GoAT-02441.nii.gz,11619,4191,26036,41846,0.100152942,0.622186111,0.899847058
244,BraTS-GoAT-01964.nii.gz,41610,7339,24196,73145,0.100334951,0.330794996,0.899665049
1027,BraTS-GoAT-00091.nii.gz,123421,16535,24715,164671,0.100412337,0.150087143,0.899587663
249,BraTS-GoAT-01566.nii.gz,7632,1662,7236,16530,0.100544465,0.437749546,0.899455535
401,BraTS-GoAT-01502.nii.gz,65377,8461,10106,83944,0.100793386,0.120389784,0.899206614
271,BraTS-GoAT-00866.nii.gz,64277,9328,18938,92543,0.100796387,0.204640005,0.899203613
231,BraTS-GoAT-02027.nii.gz,156055,23009,48062,227126,0.101305003,0.211609415,0.898694997
1094,BraTS-GoAT-02294.nii.gz,314,74,340,728,0.101648352,0.467032967,0.898351648
1188,BraTS-GoAT-00640.nii.gz,24445,3279,4466,32190,0.101863933,0.138738739,0.898136067
1280,BraTS-GoAT-00353.nii.gz,77322,10214,11807,99343,0.102815498,0.11885085,0.897184502
323,BraTS-GoAT-02205.nii.gz,28379,9140,51347,88866,0.102851484,0.577802534,0.897148516
1194,BraTS-GoAT-01633.nii.gz,35687,7888,33106,76681,0.102867725,0.431736675,0.897132275
397,BraTS-GoAT-00207.nii.gz,67257,10429,23187,100873,0.103387428,0.229863293,0.896612572
483,BraTS-GoAT-01075.nii.gz,78592,12219,27185,117996,0.103554358,0.230389166,0.896445642
1151,BraTS-GoAT-01939.nii.gz,121310,18134,34979,174423,0.103965647,0.200541213,0.896034353
1161,BraTS-GoAT-00218.nii.gz,45562,6417,9600,61579,0.104207603,0.155897303,0.895792397
1297,BraTS-GoAT-00506.nii.gz,139678,20623,36917,197218,0.104569563,0.187188796,0.895430437
510,BraTS-GoAT-01123.nii.gz,100663,18898,60268,179829,0.105088723,0.335140606,0.894911277
1299,BraTS-GoAT-02310.nii.gz,68807,13188,43375,125370,0.10519263,0.345975911,0.89480737
1269,BraTS-GoAT-00851.nii.gz,97029,15788,37180,149997,0.105255438,0.247871624,0.894744562
89,BraTS-GoAT-02113.nii.gz,77096,10902,15498,103496,0.105337404,0.149744918,0.894662596
541,BraTS-GoAT-00292.nii.gz,106783,15191,22052,144026,0.105474012,0.153111244,0.894525988
586,BraTS-GoAT-01214.nii.gz,47101,15951,87753,150805,0.105772355,0.581897152,0.894227645
842,BraTS-GoAT-01167.nii.gz,90553,14570,32173,137296,0.106121081,0.23433312,0.893878919
1172,BraTS-GoAT-00337.nii.gz,85940,13856,30709,130505,0.106172177,0.235308992,0.893827823
846,BraTS-GoAT-00213.nii.gz,22766,4698,16769,44233,0.106210295,0.379106097,0.893789705
169,BraTS-GoAT-00663.nii.gz,23440,7623,40569,71632,0.106418919,0.566353027,0.893581081
985,BraTS-GoAT-02355.nii.gz,70818,10111,14004,94933,0.106506694,0.147514563,0.893493306
687,BraTS-GoAT-01344.nii.gz,78816,13073,30843,122732,0.106516638,0.251303653,0.893483362
877,BraTS-GoAT-01290.nii.gz,112429,15527,17168,145124,0.106991263,0.118298834,0.893008737
694,BraTS-GoAT-01301.nii.gz,26686,4729,12755,44170,0.107063618,0.288770659,0.892936382
856,BraTS-GoAT-01763.nii.gz,18624,7267,41880,67771,0.107228756,0.617963436,0.892771244
14,BraTS-GoAT-00593.nii.gz,107092,16548,30371,154011,0.107446871,0.1972002,0.892553129
116,BraTS-GoAT-00118.nii.gz,72247,15116,53096,140459,0.107618593,0.378017785,0.892381407
26,BraTS-GoAT-01611.nii.gz,39964,6072,10279,56315,0.107822072,0.182526858,0.892177928
683,BraTS-GoAT-00627.nii.gz,167382,24382,33064,224828,0.108447346,0.147063533,0.891552654
1241,BraTS-GoAT-01807.nii.gz,79627,12385,22082,114094,0.108550844,0.193542167,0.891449156
691,BraTS-GoAT-00873.nii.gz,15226,2705,6936,24867,0.108778703,0.278923875,0.891221297
879,BraTS-GoAT-00958.nii.gz,63649,10976,26254,100879,0.108803616,0.260252382,0.891196384
848,BraTS-GoAT-02077.nii.gz,34029,9464,43011,86504,0.109405345,0.497214002,0.890594655
1215,BraTS-GoAT-01736.nii.gz,75286,17679,68592,161557,0.10942887,0.424568419,0.89057113
556,BraTS-GoAT-02233.nii.gz,174436,27967,52705,255108,0.109628079,0.206598774,0.890371921
77,BraTS-GoAT-01878.nii.gz,113089,16412,19840,149341,0.109896144,0.132850322,0.890103856
1105,BraTS-GoAT-00893.nii.gz,60468,8842,11140,80450,0.109906774,0.1384711,0.890093226
112,BraTS-GoAT-00399.nii.gz,85279,16183,45628,147090,0.110021076,0.310204637,0.889978924
247,BraTS-GoAT-00312.nii.gz,73520,13302,33713,120535,0.110357987,0.279694694,0.889642013
237,BraTS-GoAT-01334.nii.gz,38278,9734,39666,87678,0.111019868,0.452405392,0.888980132
528,BraTS-GoAT-02388.nii.gz,54524,8969,17276,80769,0.111045079,0.213893944,0.888954921
277,BraTS-GoAT-01618.nii.gz,55857,13922,55416,125195,0.111202524,0.442637486,0.888797476
503,BraTS-GoAT-01394.nii.gz,21238,7774,40616,69628,0.111650485,0.583328546,0.888349515
1346,BraTS-GoAT-01980.nii.gz,25705,5471,17529,48705,0.11232933,0.359901447,0.88767067
979,BraTS-GoAT-00892.nii.gz,61457,16459,68524,146440,0.112394155,0.467932259,0.887605845
1276,BraTS-GoAT-01940.nii.gz,129870,21122,36577,187569,0.112609226,0.195005571,0.887390774
1157,BraTS-GoAT-00732.nii.gz,30217,9041,40254,79512,0.113706107,0.506263206,0.886293893
114,BraTS-GoAT-00803.nii.gz,28408,4122,3691,36221,0.113801386,0.101902211,0.886198614
362,BraTS-GoAT-00239.nii.gz,18972,4064,12510,35546,0.114330726,0.351938333,0.885669274
1170,BraTS-GoAT-01244.nii.gz,72443,13535,32375,118353,0.114361275,0.273546087,0.885638725
305,BraTS-GoAT-00061.nii.gz,74456,10482,6708,91646,0.114374877,0.073194684,0.885625123
509,BraTS-GoAT-00759.nii.gz,43785,6796,8665,59246,0.114708166,0.146254599,0.885291834
822,BraTS-GoAT-01299.nii.gz,108542,18073,30863,157478,0.114765237,0.195982931,0.885234763
936,BraTS-GoAT-01885.nii.gz,26774,5078,12006,43858,0.115782753,0.273747093,0.884217247
559,BraTS-GoAT-02054.nii.gz,52828,9313,18255,80396,0.115839096,0.227063535,0.884160904
1008,BraTS-GoAT-01083.nii.gz,27914,5184,11613,44711,0.115944622,0.259734741,0.884055378
811,BraTS-GoAT-00035.nii.gz,125918,22857,48002,196777,0.116156868,0.243941111,0.883843132
151,BraTS-GoAT-00828.nii.gz,63381,11350,22332,97063,0.116934362,0.230077372,0.883065638
299,BraTS-GoAT-02048.nii.gz,18465,3416,7275,29156,0.117162848,0.249519824,0.882837152
996,BraTS-GoAT-01150.nii.gz,54916,10697,25476,91089,0.117434597,0.279682508,0.882565403
582,BraTS-GoAT-01180.nii.gz,71698,14070,33785,119553,0.117688389,0.282594331,0.882311611
563,BraTS-GoAT-00212.nii.gz,123059,20192,28203,171454,0.117769198,0.1644931,0.882230802
102,BraTS-GoAT-00457.nii.gz,37219,9265,31523,78007,0.118771392,0.40410476,0.881228608
542,BraTS-GoAT-00580.nii.gz,55973,8315,5588,69876,0.118996508,0.079970233,0.881003492
972,BraTS-GoAT-01390.nii.gz,101897,20290,48172,170359,0.119101427,0.282767567,0.880898573
873,BraTS-GoAT-01576.nii.gz,41119,8120,18859,68098,0.119239919,0.276939117,0.880760081
704,BraTS-GoAT-01666.nii.gz,32835,6192,12826,51853,0.119414499,0.247353094,0.880585501
727,BraTS-GoAT-01536.nii.gz,16150,2693,3708,22551,0.119418208,0.164427298,0.880581792
1261,BraTS-GoAT-00796.nii.gz,53823,8907,11742,74472,0.119601998,0.157669997,0.880398002
1055,BraTS-GoAT-01202.nii.gz,74657,11978,13224,99859,0.119949128,0.132426722,0.880050872
